agence_id;date;nombre_clients;capacite_max;jour_semaine;est_ferie;meteo
93;2024-01-24;86;140;2;0;soleil
93;2024-01-25;118;140;3;0;nuageux
93;2024-01-26;24;140;4;0;soleil
93;2024-01-27;53;140;5;0;pluie
93;2024-01-28;73;140;6;0;pluie
93;2024-01-29;21;140;0;0;nuageux
93;2024-01-30;59;140;1;0;soleil
94;2024-01-01;0;78;0;1;nuageux
94;2024-01-02;36;78;1;0;soleil
94;2024-01-03;68;78;2;0;nuageux
94;2024-01-04;7;78;3;0;pluie
94;2024-01-05;21;78;4;0;soleil
94;2024-01-06;70;78;5;0;soleil
94;2024-01-07;61;78;6;0;nuageux
94;2024-01-08;48;78;0;0;pluie
94;2024-01-09;67;78;1;0;nuageux
94;2024-01-10;35;78;2;0;pluie
94;2024-01-11;77;78;3;0;nuageux
94;2024-01-12;48;78;4;0;nuageux
94;2024-01-13;28;78;5;0;nuageux
94;2024-01-14;43;78;6;0;pluie
94;2024-01-15;48;78;0;0;soleil
94;2024-01-16;45;78;1;0;soleil
94;2024-01-17;59;78;2;0;soleil
94;2024-01-18;61;78;3;0;nuageux
94;2024-01-19;20;78;4;0;pluie
94;2024-01-20;63;78;5;0;pluie
94;2024-01-21;38;78;6;0;nuageux
94;2024-01-22;45;78;0;0;soleil
94;2024-01-23;28;78;1;0;soleil
94;2024-01-24;14;78;2;0;pluie
94;2024-01-25;20;78;3;0;soleil
94;2024-01-26;46;78;4;0;nuageux
94;2024-01-27;52;78;5;0;soleil
94;2024-01-28;34;78;6;0;pluie
94;2024-01-29;25;78;0;0;soleil
94;2024-01-30;64;78;1;0;nuageux
95;2024-01-01;0;166;0;1;soleil
95;2024-01-02;145;166;1;0;pluie
95;2024-01-03;80;166;2;0;nuageux
95;2024-01-04;27;166;3;0;soleil
95;2024-01-05;39;166;4;0;soleil
95;2024-01-06;166;166;5;0;pluie
95;2024-01-07;135;166;6;0;soleil
95;2024-01-08;76;166;0;0;pluie
95;2024-01-09;148;166;1;0;pluie
95;2024-01-10;71;166;2;0;nuageux
95;2024-01-11;148;166;3;0;nuageux
95;2024-01-12;120;166;4;0;nuageux
95;2024-01-13;90;166;5;0;nuageux
95;2024-01-14;137;166;6;0;pluie
95;2024-01-15;122;166;0;0;nuageux
95;2024-01-16;141;166;1;0;soleil
95;2024-01-17;135;166;2;0;soleil
95;2024-01-18;41;166;3;0;pluie
95;2024-01-19;131;166;4;0;nuageux
95;2024-01-20;55;166;5;0;soleil
95;2024-01-21;149;166;6;0;soleil
95;2024-01-22;133;166;0;0;nuageux
95;2024-01-23;158;166;1;0;soleil
95;2024-01-24;76;166;2;0;pluie
95;2024-01-25;156;166;3;0;nuageux
95;2024-01-26;131;166;4;0;soleil
95;2024-01-27;137;166;5;0;soleil
95;2024-01-28;163;166;6;0;pluie
95;2024-01-29;116;166;0;0;pluie
95;2024-01-30;38;166;1;0;nuageux
96;2024-01-01;0;52;0;1;nuageux
96;2024-01-02;50;52;1;0;soleil
96;2024-01-03;25;52;2;0;soleil
96;2024-01-04;20;52;3;0;nuageux
96;2024-01-05;30;52;4;0;nuageux
96;2024-01-06;37;52;5;0;soleil
96;2024-01-07;36;52;6;0;pluie
96;2024-01-08;20;52;0;0;nuageux
96;2024-01-09;52;52;1;0;soleil
96;2024-01-10;36;52;2;0;soleil
96;2024-01-11;23;52;3;0;pluie
96;2024-01-12;36;52;4;0;soleil
96;2024-01-13;33;52;5;0;nuageux
96;2024-01-14;52;52;6;0;soleil
96;2024-01-15;50;52;0;0;soleil
96;2024-01-16;47;52;1;0;nuageux
96;2024-01-17;43;52;2;0;pluie
96;2024-01-18;48;52;3;0;nuageux
96;2024-01-19;29;52;4;0;soleil
96;2024-01-20;41;52;5;0;soleil
96;2024-01-21;47;52;6;0;pluie
96;2024-01-22;49;52;0;0;nuageux
96;2024-01-23;48;52;1;0;soleil
96;2024-01-24;34;52;2;0;soleil
96;2024-01-25;35;52;3;0;pluie
96;2024-01-26;33;52;4;0;soleil
96;2024-01-27;44;52;5;0;soleil
96;2024-01-28;49;52;6;0;soleil
96;2024-01-29;49;52;0;0;soleil
96;2024-01-30;13;52;1;0;pluie
97;2024-01-01;0;89;0;1;nuageux
97;2024-01-02;72;89;1;0;nuageux
97;2024-01-03;42;89;2;0;soleil
97;2024-01-04;70;89;3;0;nuageux
97;2024-01-05;82;89;4;0;nuageux
97;2024-01-06;52;89;5;0;soleil
97;2024-01-07;66;89;6;0;nuageux
97;2024-01-08;20;89;0;0;pluie
97;2024-01-09;67;89;1;0;soleil
97;2024-01-10;31;89;2;0;soleil
97;2024-01-11;89;89;3;0;nuageux
97;2024-01-12;59;89;4;0;nuageux
97;2024-01-13;77;89;5;0;pluie
97;2024-01-14;62;89;6;0;nuageux
97;2024-01-15;28;89;0;0;pluie
97;2024-01-16;77;89;1;0;nuageux
97;2024-01-17;54;89;2;0;pluie
97;2024-01-18;16;89;3;0;pluie
97;2024-01-19;17;89;4;0;pluie
97;2024-01-20;66;89;5;0;pluie
97;2024-01-21;86;89;6;0;pluie
97;2024-01-22;22;89;0;0;soleil
97;2024-01-23;42;89;1;0;soleil
97;2024-01-24;42;89;2;0;pluie
97;2024-01-25;59;89;3;0;pluie
97;2024-01-26;57;89;4;0;soleil
97;2024-01-27;88;89;5;0;nuageux
97;2024-01-28;66;89;6;0;nuageux
97;2024-01-29;74;89;0;0;pluie
97;2024-01-30;10;89;1;0;pluie
98;2024-01-01;0;97;0;1;pluie
98;2024-01-02;46;97;1;0;pluie
98;2024-01-03;15;97;2;0;pluie
98;2024-01-04;42;97;3;0;soleil
98;2024-01-05;50;97;4;0;soleil
98;2024-01-06;78;97;5;0;nuageux
98;2024-01-07;97;97;6;0;soleil
98;2024-01-08;59;97;0;0;pluie
98;2024-01-09;78;97;1;0;pluie
98;2024-01-10;25;97;2;0;pluie
98;2024-01-11;25;97;3;0;nuageux
98;2024-01-12;86;97;4;0;soleil
98;2024-01-13;65;97;5;0;soleil
98;2024-01-14;97;97;6;0;nuageux
98;2024-01-15;57;97;0;0;pluie
98;2024-01-16;44;97;1;0;nuageux
98;2024-01-17;39;97;2;0;soleil
98;2024-01-18;37;97;3;0;nuageux
98;2024-01-19;81;97;4;0;soleil
98;2024-01-20;42;97;5;0;soleil
98;2024-01-21;74;97;6;0;nuageux
98;2024-01-22;69;97;0;0;pluie
98;2024-01-23;72;97;1;0;soleil
98;2024-01-24;94;97;2;0;nuageux
98;2024-01-25;92;97;3;0;soleil
98;2024-01-26;89;97;4;0;soleil
98;2024-01-27;90;97;5;0;soleil
98;2024-01-28;86;97;6;0;soleil
98;2024-01-29;73;97;0;0;pluie
98;2024-01-30;35;97;1;0;pluie
99;2024-01-01;0;160;0;1;pluie
99;2024-01-02;113;160;1;0;nuageux
99;2024-01-03;113;160;2;0;pluie
99;2024-01-04;137;160;3;0;soleil
99;2024-01-05;70;160;4;0;pluie
99;2024-01-06;76;160;5;0;soleil
99;2024-01-07;75;160;6;0;soleil
99;2024-01-08;25;160;0;0;soleil
99;2024-01-09;49;160;1;0;soleil
99;2024-01-10;111;160;2;0;nuageux
99;2024-01-11;111;160;3;0;soleil
99;2024-01-12;135;160;4;0;pluie
99;2024-01-13;67;160;5;0;pluie
99;2024-01-14;160;160;6;0;soleil
99;2024-01-15;90;160;0;0;nuageux
99;2024-01-16;98;160;1;0;soleil
99;2024-01-17;119;160;2;0;pluie
99;2024-01-18;60;160;3;0;nuageux
99;2024-01-19;59;160;4;0;nuageux
99;2024-01-20;94;160;5;0;pluie
99;2024-01-21;43;160;6;0;soleil
99;2024-01-22;21;160;0;0;pluie
99;2024-01-23;113;160;1;0;nuageux
99;2024-01-24;37;160;2;0;nuageux
99;2024-01-25;35;160;3;0;soleil
99;2024-01-26;41;160;4;0;nuageux
99;2024-01-27;139;160;5;0;pluie
99;2024-01-28;152;160;6;0;nuageux
99;2024-01-29;79;160;0;0;pluie
99;2024-01-30;74;160;1;0;nuageux
100;2024-01-01;0;56;0;1;soleil
100;2024-01-02;52;56;1;0;soleil
100;2024-01-03;48;56;2;0;nuageux
100;2024-01-04;49;56;3;0;soleil
100;2024-01-05;11;56;4;0;pluie
100;2024-01-06;49;56;5;0;pluie
100;2024-01-07;43;56;6;0;nuageux
100;2024-01-08;38;56;0;0;pluie
100;2024-01-09;20;56;1;0;soleil
100;2024-01-10;45;56;2;0;soleil
100;2024-01-11;46;56;3;0;nuageux
100;2024-01-12;39;56;4;0;nuageux
100;2024-01-13;34;56;5;0;soleil
100;2024-01-14;56;56;6;0;nuageux
100;2024-01-15;6;56;0;0;pluie
100;2024-01-16;13;56;1;0;pluie
100;2024-01-17;21;56;2;0;nuageux
100;2024-01-18;51;56;3;0;nuageux
100;2024-01-19;56;56;4;0;soleil
100;2024-01-20;56;56;5;0;pluie
100;2024-01-21;36;56;6;0;soleil
100;2024-01-22;43;56;0;0;soleil
100;2024-01-23;23;56;1;0;pluie
100;2024-01-24;29;56;2;0;pluie
100;2024-01-25;44;56;3;0;nuageux
100;2024-01-26;37;56;4;0;pluie
100;2024-01-27;48;56;5;0;soleil
100;2024-01-28;56;56;6;0;soleil
100;2024-01-29;56;56;0;0;soleil
100;2024-01-30;49;56;1;0;soleil
101;2024-01-01;0;181;0;1;soleil
101;2024-01-02;38;181;1;0;soleil
101;2024-01-03;98;181;2;0;pluie
101;2024-01-04;47;181;3;0;soleil
101;2024-01-05;110;181;4;0;nuageux
101;2024-01-06;59;181;5;0;pluie
101;2024-01-07;48;181;6;0;nuageux
101;2024-01-08;148;181;0;0;pluie
101;2024-01-09;93;181;1;0;nuageux
101;2024-01-10;98;181;2;0;nuageux
101;2024-01-11;53;181;3;0;nuageux
101;2024-01-12;100;181;4;0;pluie
101;2024-01-13;77;181;5;0;pluie
101;2024-01-14;158;181;6;0;nuageux
101;2024-01-15;143;181;0;0;pluie
101;2024-01-16;157;181;1;0;soleil
101;2024-01-17;152;181;2;0;nuageux
101;2024-01-18;45;181;3;0;soleil
101;2024-01-19;165;181;4;0;soleil
101;2024-01-20;48;181;5;0;soleil
101;2024-01-21;181;181;6;0;pluie
101;2024-01-22;47;181;0;0;soleil
101;2024-01-23;143;181;1;0;soleil
101;2024-01-24;122;181;2;0;pluie
101;2024-01-25;98;181;3;0;nuageux
101;2024-01-26;76;181;4;0;nuageux
101;2024-01-27;168;181;5;0;soleil
101;2024-01-28;181;181;6;0;pluie
101;2024-01-29;173;181;0;0;soleil
101;2024-01-30;117;181;1;0;nuageux
102;2024-01-01;0;171;0;1;nuageux
102;2024-01-02;81;171;1;0;nuageux
102;2024-01-03;26;171;2;0;nuageux
102;2024-01-04;31;171;3;0;pluie
102;2024-01-05;52;171;4;0;pluie
102;2024-01-06;151;171;5;0;soleil
102;2024-01-07;126;171;6;0;pluie
102;2024-01-08;154;171;0;0;nuageux
102;2024-01-09;101;171;1;0;soleil
102;2024-01-10;153;171;2;0;pluie
102;2024-01-11;40;171;3;0;nuageux
102;2024-01-12;134;171;4;0;pluie
102;2024-01-13;171;171;5;0;pluie
102;2024-01-14;92;171;6;0;soleil
102;2024-01-15;97;171;0;0;soleil
102;2024-01-16;50;171;1;0;nuageux
102;2024-01-17;122;171;2;0;pluie
102;2024-01-18;28;171;3;0;pluie
102;2024-01-19;108;171;4;0;pluie
102;2024-01-20;163;171;5;0;pluie
102;2024-01-21;60;171;6;0;nuageux
102;2024-01-22;60;171;0;0;nuageux
102;2024-01-23;37;171;1;0;pluie
102;2024-01-24;79;171;2;0;pluie
102;2024-01-25;61;171;3;0;soleil
102;2024-01-26;124;171;4;0;pluie
102;2024-01-27;57;171;5;0;nuageux
102;2024-01-28;43;171;6;0;pluie
102;2024-01-29;138;171;0;0;nuageux
102;2024-01-30;147;171;1;0;pluie
103;2024-01-01;0;160;0;1;soleil
103;2024-01-02;138;160;1;0;pluie
103;2024-01-03;100;160;2;0;soleil
103;2024-01-04;91;160;3;0;soleil
103;2024-01-05;125;160;4;0;pluie
103;2024-01-06;103;160;5;0;soleil
103;2024-01-07;112;160;6;0;pluie
103;2024-01-08;43;160;0;0;nuageux
103;2024-01-09;118;160;1;0;nuageux
103;2024-01-10;128;160;2;0;soleil
103;2024-01-11;104;160;3;0;soleil
103;2024-01-12;158;160;4;0;soleil
103;2024-01-13;125;160;5;0;pluie
103;2024-01-14;149;160;6;0;pluie
103;2024-01-15;119;160;0;0;nuageux
103;2024-01-16;37;160;1;0;nuageux
103;2024-01-17;30;160;2;0;soleil
103;2024-01-18;56;160;3;0;soleil
103;2024-01-19;94;160;4;0;pluie
103;2024-01-20;80;160;5;0;soleil
103;2024-01-21;35;160;6;0;nuageux
103;2024-01-22;131;160;0;0;nuageux
103;2024-01-23;75;160;1;0;pluie
103;2024-01-24;105;160;2;0;nuageux
103;2024-01-25;138;160;3;0;soleil
103;2024-01-26;78;160;4;0;soleil
103;2024-01-27;78;160;5;0;pluie
103;2024-01-28;60;160;6;0;soleil
103;2024-01-29;139;160;0;0;pluie
103;2024-01-30;139;160;1;0;pluie
104;2024-01-01;0;54;0;1;nuageux
104;2024-01-02;22;54;1;0;soleil
104;2024-01-03;29;54;2;0;soleil
104;2024-01-04;29;54;3;0;soleil
104;2024-01-05;26;54;4;0;pluie
104;2024-01-06;54;54;5;0;nuageux
104;2024-01-07;31;54;6;0;pluie
104;2024-01-08;24;54;0;0;soleil
104;2024-01-09;35;54;1;0;soleil
104;2024-01-10;35;54;2;0;nuageux
104;2024-01-11;17;54;3;0;pluie
104;2024-01-12;23;54;4;0;soleil
104;2024-01-13;29;54;5;0;pluie
104;2024-01-14;46;54;6;0;nuageux
104;2024-01-15;19;54;0;0;pluie
104;2024-01-16;25;54;1;0;soleil
104;2024-01-17;37;54;2;0;nuageux
104;2024-01-18;37;54;3;0;pluie
104;2024-01-19;33;54;4;0;nuageux
104;2024-01-20;54;54;5;0;pluie
104;2024-01-21;30;54;6;0;nuageux
104;2024-01-22;42;54;0;0;soleil
104;2024-01-23;35;54;1;0;pluie
104;2024-01-24;35;54;2;0;pluie
104;2024-01-25;47;54;3;0;soleil
104;2024-01-26;22;54;4;0;pluie
104;2024-01-27;37;54;5;0;soleil
104;2024-01-28;34;54;6;0;soleil
104;2024-01-29;32;54;0;0;soleil
104;2024-01-30;48;54;1;0;pluie
105;2024-01-01;0;91;0;1;pluie
105;2024-01-02;81;91;1;0;soleil
105;2024-01-03;27;91;2;0;pluie
105;2024-01-04;27;91;3;0;nuageux
105;2024-01-05;38;91;4;0;soleil
105;2024-01-06;91;91;5;0;soleil
105;2024-01-07;37;91;6;0;pluie
105;2024-01-08;41;91;0;0;pluie
105;2024-01-09;18;91;1;0;pluie
105;2024-01-10;74;91;2;0;nuageux
105;2024-01-11;77;91;3;0;nuageux
105;2024-01-12;60;91;4;0;soleil
105;2024-01-13;80;91;5;0;nuageux
105;2024-01-14;72;91;6;0;nuageux
105;2024-01-15;64;91;0;0;nuageux
105;2024-01-16;58;91;1;0;soleil
105;2024-01-17;71;91;2;0;soleil
105;2024-01-18;58;91;3;0;pluie
105;2024-01-19;63;91;4;0;nuageux
105;2024-01-20;66;91;5;0;nuageux
105;2024-01-21;91;91;6;0;pluie
105;2024-01-22;18;91;0;0;pluie
105;2024-01-23;36;91;1;0;pluie
105;2024-01-24;81;91;2;0;pluie
105;2024-01-25;55;91;3;0;nuageux
105;2024-01-26;76;91;4;0;nuageux
105;2024-01-27;53;91;5;0;nuageux
105;2024-01-28;87;91;6;0;pluie
105;2024-01-29;53;91;0;0;soleil
105;2024-01-30;20;91;1;0;pluie
106;2024-01-01;0;144;0;1;nuageux
106;2024-01-02;143;144;1;0;nuageux
106;2024-01-03;118;144;2;0;nuageux
106;2024-01-04;92;144;3;0;soleil
106;2024-01-05;9;144;4;0;pluie
106;2024-01-06;90;144;5;0;soleil
106;2024-01-07;36;144;6;0;pluie
106;2024-01-08;30;144;0;0;soleil
106;2024-01-09;28;144;1;0;pluie
106;2024-01-10;123;144;2;0;pluie
106;2024-01-11;32;144;3;0;pluie
106;2024-01-12;130;144;4;0;nuageux
106;2024-01-13;144;144;5;0;soleil
106;2024-01-14;44;144;6;0;pluie
106;2024-01-15;56;144;0;0;nuageux
106;2024-01-16;115;144;1;0;soleil
106;2024-01-17;29;144;2;0;pluie
106;2024-01-18;121;144;3;0;pluie
106;2024-01-19;107;144;4;0;pluie
106;2024-01-20;135;144;5;0;nuageux
106;2024-01-21;89;144;6;0;soleil
106;2024-01-22;100;144;0;0;nuageux
106;2024-01-23;111;144;1;0;soleil
106;2024-01-24;61;144;2;0;soleil
106;2024-01-25;72;144;3;0;pluie
106;2024-01-26;86;144;4;0;soleil
106;2024-01-27;137;144;5;0;soleil
106;2024-01-28;98;144;6;0;pluie
106;2024-01-29;90;144;0;0;nuageux
106;2024-01-30;39;144;1;0;nuageux
107;2024-01-01;0;174;0;1;nuageux
107;2024-01-02;108;174;1;0;pluie
107;2024-01-03;59;174;2;0;soleil
107;2024-01-04;60;174;3;0;soleil
107;2024-01-05;166;174;4;0;pluie
107;2024-01-06;83;174;5;0;pluie
107;2024-01-07;170;174;6;0;nuageux
107;2024-01-08;96;174;0;0;nuageux
107;2024-01-09;129;174;1;0;nuageux
107;2024-01-10;31;174;2;0;nuageux
107;2024-01-11;81;174;3;0;soleil
107;2024-01-12;83;174;4;0;nuageux
107;2024-01-13;116;174;5;0;nuageux
107;2024-01-14;119;174;6;0;nuageux
107;2024-01-15;90;174;0;0;pluie
107;2024-01-16;25;174;1;0;pluie
107;2024-01-17;139;174;2;0;nuageux
107;2024-01-18;30;174;3;0;pluie
107;2024-01-19;66;174;4;0;nuageux
107;2024-01-20;63;174;5;0;soleil
107;2024-01-21;103;174;6;0;pluie
107;2024-01-22;46;174;0;0;soleil
107;2024-01-23;135;174;1;0;nuageux
107;2024-01-24;114;174;2;0;soleil
107;2024-01-25;68;174;3;0;pluie
107;2024-01-26;118;174;4;0;nuageux
107;2024-01-27;126;174;5;0;pluie
107;2024-01-28;116;174;6;0;nuageux
107;2024-01-29;143;174;0;0;pluie
107;2024-01-30;52;174;1;0;nuageux
108;2024-01-01;0;106;0;1;pluie
108;2024-01-02;82;106;1;0;pluie
108;2024-01-03;50;106;2;0;soleil
108;2024-01-04;40;106;3;0;nuageux
108;2024-01-05;25;106;4;0;pluie
108;2024-01-06;100;106;5;0;nuageux
108;2024-01-07;91;106;6;0;nuageux
108;2024-01-08;78;106;0;0;pluie
108;2024-01-09;37;106;1;0;pluie
108;2024-01-10;31;106;2;0;pluie
108;2024-01-11;89;106;3;0;soleil
108;2024-01-12;28;106;4;0;nuageux
108;2024-01-13;81;106;5;0;nuageux
108;2024-01-14;73;106;6;0;soleil
108;2024-01-15;41;106;0;0;nuageux
108;2024-01-16;63;106;1;0;pluie
108;2024-01-17;53;106;2;0;soleil
108;2024-01-18;86;106;3;0;pluie
108;2024-01-19;23;106;4;0;soleil
108;2024-01-20;64;106;5;0;nuageux
108;2024-01-21;40;106;6;0;soleil
108;2024-01-22;33;106;0;0;pluie
108;2024-01-23;83;106;1;0;soleil
108;2024-01-24;24;106;2;0;soleil
108;2024-01-25;67;106;3;0;soleil
108;2024-01-26;83;106;4;0;pluie
108;2024-01-27;46;106;5;0;pluie
108;2024-01-28;31;106;6;0;pluie
108;2024-01-29;16;106;0;0;pluie
108;2024-01-30;73;106;1;0;pluie
109;2024-01-01;0;162;0;1;soleil
109;2024-01-02;151;162;1;0;nuageux
109;2024-01-03;150;162;2;0;pluie
109;2024-01-04;162;162;3;0;nuageux
109;2024-01-05;50;162;4;0;soleil
109;2024-01-06;162;162;5;0;nuageux
109;2024-01-07;81;162;6;0;nuageux
109;2024-01-08;141;162;0;0;pluie
109;2024-01-09;87;162;1;0;soleil
109;2024-01-10;22;162;2;0;nuageux
109;2024-01-11;44;162;3;0;nuageux
109;2024-01-12;144;162;4;0;nuageux
109;2024-01-13;90;162;5;0;nuageux
109;2024-01-14;58;162;6;0;nuageux
109;2024-01-15;117;162;0;0;nuageux
109;2024-01-16;54;162;1;0;nuageux
109;2024-01-17;115;162;2;0;soleil
109;2024-01-18;135;162;3;0;nuageux
109;2024-01-19;113;162;4;0;nuageux
109;2024-01-20;63;162;5;0;soleil
109;2024-01-21;161;162;6;0;pluie
109;2024-01-22;125;162;0;0;soleil
109;2024-01-23;44;162;1;0;pluie
109;2024-01-24;96;162;2;0;pluie
109;2024-01-25;71;162;3;0;nuageux
109;2024-01-26;60;162;4;0;nuageux
109;2024-01-27;80;162;5;0;soleil
109;2024-01-28;52;162;6;0;nuageux
109;2024-01-29;82;162;0;0;pluie
109;2024-01-30;152;162;1;0;nuageux
110;2024-01-01;0;104;0;1;nuageux
110;2024-01-02;58;104;1;0;nuageux
110;2024-01-03;39;104;2;0;nuageux
110;2024-01-04;22;104;3;0;nuageux
110;2024-01-05;79;104;4;0;nuageux
110;2024-01-06;39;104;5;0;soleil
110;2024-01-07;31;104;6;0;pluie
110;2024-01-08;71;104;0;0;soleil
110;2024-01-09;59;104;1;0;pluie
110;2024-01-10;25;104;2;0;nuageux
110;2024-01-11;37;104;3;0;pluie
110;2024-01-12;89;104;4;0;nuageux
110;2024-01-13;24;104;5;0;pluie
110;2024-01-14;61;104;6;0;soleil
110;2024-01-15;40;104;0;0;soleil
110;2024-01-16;80;104;1;0;soleil
110;2024-01-17;36;104;2;0;pluie
110;2024-01-18;91;104;3;0;soleil
110;2024-01-19;88;104;4;0;pluie
110;2024-01-20;48;104;5;0;soleil
110;2024-01-21;88;104;6;0;pluie
110;2024-01-22;35;104;0;0;nuageux
110;2024-01-23;67;104;1;0;pluie
110;2024-01-24;16;104;2;0;pluie
110;2024-01-25;87;104;3;0;pluie
110;2024-01-26;26;104;4;0;pluie
110;2024-01-27;48;104;5;0;pluie
110;2024-01-28;35;104;6;0;soleil
110;2024-01-29;46;104;0;0;nuageux
110;2024-01-30;41;104;1;0;pluie
111;2024-01-01;0;154;0;1;pluie
111;2024-01-02;50;154;1;0;nuageux
111;2024-01-03;130;154;2;0;pluie
111;2024-01-04;135;154;3;0;nuageux
111;2024-01-05;23;154;4;0;soleil
111;2024-01-06;98;154;5;0;pluie
111;2024-01-07;85;154;6;0;nuageux
111;2024-01-08;31;154;0;0;pluie
111;2024-01-09;14;154;1;0;pluie
111;2024-01-10;135;154;2;0;soleil
111;2024-01-11;56;154;3;0;nuageux
111;2024-01-12;90;154;4;0;nuageux
111;2024-01-13;120;154;5;0;soleil
111;2024-01-14;43;154;6;0;nuageux
111;2024-01-15;23;154;0;0;nuageux
111;2024-01-16;40;154;1;0;soleil
111;2024-01-17;38;154;2;0;nuageux
111;2024-01-18;36;154;3;0;soleil
111;2024-01-19;83;154;4;0;soleil
111;2024-01-20;55;154;5;0;nuageux
111;2024-01-21;123;154;6;0;nuageux
111;2024-01-22;154;154;0;0;soleil
111;2024-01-23;72;154;1;0;pluie
111;2024-01-24;67;154;2;0;soleil
111;2024-01-25;119;154;3;0;soleil
111;2024-01-26;76;154;4;0;nuageux
111;2024-01-27;148;154;5;0;pluie
111;2024-01-28;148;154;6;0;soleil
111;2024-01-29;120;154;0;0;nuageux
111;2024-01-30;33;154;1;0;soleil
112;2024-01-01;0;200;0;1;nuageux
112;2024-01-02;141;200;1;0;nuageux
112;2024-01-03;101;200;2;0;nuageux
112;2024-01-04;104;200;3;0;nuageux
112;2024-01-05;23;200;4;0;nuageux
112;2024-01-06;126;200;5;0;nuageux
112;2024-01-07;79;200;6;0;pluie
112;2024-01-08;61;200;0;0;soleil
112;2024-01-09;125;200;1;0;soleil
112;2024-01-10;75;200;2;0;pluie
112;2024-01-11;41;200;3;0;pluie
112;2024-01-12;61;200;4;0;pluie
112;2024-01-13;134;200;5;0;soleil
112;2024-01-14;138;200;6;0;nuageux
112;2024-01-15;178;200;0;0;soleil
112;2024-01-16;122;200;1;0;pluie
112;2024-01-17;137;200;2;0;soleil
112;2024-01-18;25;200;3;0;nuageux
112;2024-01-19;39;200;4;0;soleil
112;2024-01-20;94;200;5;0;nuageux
112;2024-01-21;186;200;6;0;soleil
112;2024-01-22;196;200;0;0;soleil
112;2024-01-23;195;200;1;0;soleil
112;2024-01-24;20;200;2;0;soleil
112;2024-01-25;162;200;3;0;nuageux
112;2024-01-26;147;200;4;0;pluie
112;2024-01-27;88;200;5;0;pluie
112;2024-01-28;73;200;6;0;soleil
112;2024-01-29;60;200;0;0;pluie
112;2024-01-30;127;200;1;0;soleil
113;2024-01-01;0;184;0;1;nuageux
113;2024-01-02;36;184;1;0;nuageux
113;2024-01-03;103;184;2;0;soleil
113;2024-01-04;55;184;3;0;pluie
113;2024-01-05;47;184;4;0;soleil
113;2024-01-06;139;184;5;0;nuageux
113;2024-01-07;121;184;6;0;soleil
113;2024-01-08;97;184;0;0;soleil
113;2024-01-09;91;184;1;0;soleil
113;2024-01-10;92;184;2;0;soleil
113;2024-01-11;172;184;3;0;pluie
113;2024-01-12;145;184;4;0;nuageux
113;2024-01-13;184;184;5;0;nuageux
113;2024-01-14;50;184;6;0;nuageux
113;2024-01-15;35;184;0;0;pluie
113;2024-01-16;48;184;1;0;soleil
113;2024-01-17;149;184;2;0;soleil
113;2024-01-18;63;184;3;0;pluie
113;2024-01-19;94;184;4;0;pluie
113;2024-01-20;110;184;5;0;pluie
113;2024-01-21;121;184;6;0;pluie
113;2024-01-22;76;184;0;0;soleil
113;2024-01-23;135;184;1;0;nuageux
113;2024-01-24;128;184;2;0;pluie
113;2024-01-25;135;184;3;0;nuageux
113;2024-01-26;62;184;4;0;pluie
113;2024-01-27;62;184;5;0;pluie
113;2024-01-28;174;184;6;0;pluie
113;2024-01-29;71;184;0;0;soleil
113;2024-01-30;62;184;1;0;soleil
114;2024-01-01;0;137;0;1;pluie
114;2024-01-02;129;137;1;0;soleil
114;2024-01-03;46;137;2;0;nuageux
114;2024-01-04;130;137;3;0;nuageux
114;2024-01-05;21;137;4;0;pluie
114;2024-01-06;89;137;5;0;nuageux
114;2024-01-07;81;137;6;0;pluie
114;2024-01-08;137;137;0;0;soleil
114;2024-01-09;23;137;1;0;soleil
114;2024-01-10;73;137;2;0;soleil
114;2024-01-11;31;137;3;0;nuageux
114;2024-01-12;46;137;4;0;pluie
114;2024-01-13;120;137;5;0;pluie
114;2024-01-14;47;137;6;0;soleil
114;2024-01-15;101;137;0;0;soleil
114;2024-01-16;70;137;1;0;pluie
114;2024-01-17;135;137;2;0;nuageux
114;2024-01-18;89;137;3;0;soleil
114;2024-01-19;22;137;4;0;soleil
114;2024-01-20;122;137;5;0;soleil
114;2024-01-21;137;137;6;0;soleil
114;2024-01-22;63;137;0;0;soleil
114;2024-01-23;83;137;1;0;nuageux
114;2024-01-24;92;137;2;0;nuageux
114;2024-01-25;33;137;3;0;nuageux
114;2024-01-26;125;137;4;0;pluie
114;2024-01-27;101;137;5;0;nuageux
114;2024-01-28;44;137;6;0;soleil
114;2024-01-29;86;137;0;0;soleil
114;2024-01-30;69;137;1;0;pluie
115;2024-01-01;0;73;0;1;nuageux
115;2024-01-02;59;73;1;0;nuageux
115;2024-01-03;49;73;2;0;nuageux
115;2024-01-04;63;73;3;0;nuageux
115;2024-01-05;18;73;4;0;pluie
115;2024-01-06;63;73;5;0;pluie
115;2024-01-07;27;73;6;0;soleil
115;2024-01-08;55;73;0;0;soleil
115;2024-01-09;38;73;1;0;soleil
115;2024-01-10;60;73;2;0;nuageux
115;2024-01-11;40;73;3;0;nuageux
115;2024-01-12;33;73;4;0;nuageux
115;2024-01-13;73;73;5;0;pluie
115;2024-01-14;73;73;6;0;nuageux
115;2024-01-15;44;73;0;0;soleil
115;2024-01-16;26;73;1;0;soleil
115;2024-01-17;43;73;2;0;pluie
